Campaign,app,os,date,Installs,spend,cpi
MSK_SPB,auto,server,2019-02-13,0.0,457.65999999999997,inf
MSK_SPB,auto,server,2019-02-14,0.0,162.61999999999998,inf
MSK_SPB,auto,server,2019-02-15,0.0,112.16000000000001,inf
MSK_SPB,auto,server,2019-02-16,0.0,232.43,inf
MSK_SPB,auto,server,2019-02-17,0.0,116.19,inf
MSK_SPB,auto,server,2019-02-18,0.0,554.8199999999999,inf
MSK_SPB,auto,server,2019-02-19,0.0,4579.1900000000005,inf
MSK_SPB,auto,server,2019-02-20,0.0,631.7299999999999,inf
MSK_SPB,auto,server,2019-02-21,0.0,1288.51,inf
MSK_SPB,auto,server,2019-02-22,0.0,606.3499999999999,inf
MSK_SPB,auto,server,2019-02-24,0.0,1225.6000000000001,inf
MSK_SPB,auto,server,2019-02-25,0.0,811.78,inf
MSK_SPB,auto,server,2019-02-26,0.0,279.93,inf
MSK_SPB,auto,server,2019-02-27,0.0,1980.2399999999998,inf
MSK_SPB,auto,server,2019-02-28,0.0,406.71000000000004,inf
MSK_SPB,auto,server,2019-03-01,0.0,404.05,inf
MSK_SPB,auto,server,2019-03-02,0.0,873.01,inf
MSK_SPB,auto,server,2019-03-03,0.0,1925.88,inf
MSK_SPB,auto,server,2019-03-04,0.0,64.17,inf
MSK_SPB,auto,server,2019-03-05,0.0,38.17,inf
MSK_SPB,auto,server,2019-03-06,0.0,792.6,inf
MSK_SPB,auto,server,2019-03-07,0.0,1042.07,inf
MSK_SPB,auto,server,2019-03-08,0.0,72.21,inf
MSK_SPB,auto,server,2019-03-09,0.0,1562.79,inf
MSK_SPB,auto,server,2019-03-11,0.0,65.31,inf
MSK_SPB,auto,windows,2019-02-24,0.0,187.4,inf
RU,auto,android,2019-02-11,183.0,13677.700000000003,74.74153005464483
RU,auto,android,2019-02-12,220.0,18405.64,83.66199999999999
RU,auto,android,2019-02-13,571.0,64017.97,112.11553415061296
RU,auto,android,2019-02-14,238.0,18783.45,78.92205882352941
RU,auto,android,2019-02-15,521.0,51422.06,98.6987715930902
RU,auto,android,2019-02-16,342.0,31800.519999999997,92.98397660818712
RU,auto,android,2019-02-17,332.0,27844.949999999997,83.8703313253012
RU,auto,android,2019-02-18,307.0,29180.430000000008,95.05026058631924
RU,auto,android,2019-02-19,913.0,97322.96000000004,106.5968893756846
RU,auto,android,2019-02-20,453.0,39182.86,86.49637969094923
RU,auto,android,2019-02-21,367.0,33155.12999999998,90.34095367847407
RU,auto,android,2019-02-22,287.0,22531.410000000007,78.50665505226483
RU,auto,android,2019-02-23,242.0,20245.369999999995,83.65855371900824
RU,auto,android,2019-02-24,620.0,52607.860000000015,84.85138709677422
RU,auto,android,2019-02-25,673.0,54764.729999999996,81.37404160475482
RU,auto,android,2019-02-26,411.0,32530.320000000007,79.14919708029198
RU,auto,android,2019-02-27,411.0,38635.66,94.0040389294404
RU,auto,android,2019-02-28,276.0,20630.709999999992,74.74894927536229
RU,auto,android,2019-03-01,245.0,17184.71,70.14167346938775
RU,auto,android,2019-03-02,319.0,23825.439999999995,74.68789968652037
RU,auto,android,2019-03-03,439.0,35418.6,80.68018223234624
RU,auto,android,2019-03-04,242.0,16708.720000000005,69.04429752066117
RU,auto,android,2019-03-05,273.0,16634.199999999997,60.93113553113552
RU,auto,android,2019-03-06,354.0,32668.029999999995,92.2825706214689
RU,auto,android,2019-03-07,384.0,35925.69000000001,93.55648437500003
RU,auto,android,2019-03-08,292.0,25444.319999999996,87.13808219178081
RU,auto,android,2019-03-09,309.0,25206.32999999999,81.57388349514561
RU,auto,android,2019-03-10,314.0,22551.959999999992,71.82152866242036
RU,auto,android,2019-03-11,157.0,10552.849999999999,67.21560509554139
RU,auto,ios,2019-02-11,21.0,1632.3799999999999,77.73238095238095
RU,auto,ios,2019-02-12,13.0,1220.8399999999997,93.9107692307692
RU,auto,ios,2019-02-13,14.0,2938.4400000000005,209.88857142857145
RU,auto,ios,2019-02-14,39.0,7347.5999999999985,188.39999999999995
RU,auto,ios,2019-02-15,50.0,8336.599999999999,166.73199999999997
RU,auto,ios,2019-02-16,24.0,2775.6400000000003,115.65166666666669
RU,auto,ios,2019-02-17,67.0,6433.46,96.02179104477612
RU,auto,ios,2019-02-18,50.0,7705.940000000001,154.11880000000002
RU,auto,ios,2019-02-19,33.0,4343.8,131.63030303030303
RU,auto,ios,2019-02-20,16.0,1499.71,93.731875
RU,auto,ios,2019-02-21,25.0,3715.85,148.634
RU,auto,ios,2019-02-22,24.0,1833.3699999999997,76.39041666666665
RU,auto,ios,2019-02-23,16.0,1143.53,71.470625
RU,auto,ios,2019-02-24,18.0,1500.2300000000002,83.34611111111113
RU,auto,ios,2019-02-25,24.0,1831.0000000000002,76.29166666666667
RU,auto,ios,2019-02-26,19.0,1821.73,95.88052631578948
RU,auto,ios,2019-02-27,18.0,1463.85,81.32499999999999
RU,auto,ios,2019-02-28,26.0,1972.48,75.86461538461539
RU,auto,ios,2019-03-01,17.0,1530.91,90.05352941176471
RU,auto,ios,2019-03-02,16.0,1198.0800000000002,74.88000000000001
RU,auto,ios,2019-03-03,22.0,1668.1200000000001,75.82363636363637
RU,auto,ios,2019-03-04,27.0,1969.18,72.9325925925926
RU,auto,ios,2019-03-05,25.0,1451.0,58.04
RU,auto,ios,2019-03-06,21.0,1350.7699999999998,64.32238095238094
RU,auto,ios,2019-03-07,19.0,1699.49,89.44684210526316
RU,auto,ios,2019-03-08,18.0,1480.8100000000002,82.26722222222223
RU,auto,ios,2019-03-09,33.0,2012.02,60.97030303030303
RU,auto,ios,2019-03-10,34.0,2317.76,68.16941176470588
RU,auto,ios,2019-03-11,7.0,743.39,106.19857142857143
RU,auto,linux,2019-02-13,0.0,1011.01,inf
RU,auto,linux,2019-02-20,0.0,0.0,
RU,auto,linux,2019-02-21,0.0,0.0,
RU,auto,linux,2019-02-24,0.0,0.0,
RU,auto,linux,2019-02-26,0.0,0.0,
RU,auto,macos,2019-02-24,0.0,0.0,
RU,auto,macos,2019-03-01,0.0,0.0,
RU,auto,macos,2019-03-05,0.0,0.0,
RU,auto,server,2019-02-11,0.0,8227.13,inf
RU,auto,server,2019-02-12,0.0,10638.069999999996,inf
RU,auto,server,2019-02-13,0.0,59782.27999999999,inf
RU,auto,server,2019-02-14,0.0,13472.940000000002,inf
RU,auto,server,2019-02-15,0.0,46527.33999999999,inf
RU,auto,server,2019-02-16,0.0,25496.129999999997,inf
RU,auto,server,2019-02-17,0.0,23294.16,inf
RU,auto,server,2019-02-18,0.0,27013.48,inf
RU,auto,server,2019-02-19,0.0,94514.65000000002,inf
RU,auto,server,2019-02-20,0.0,34936.38,inf
RU,auto,server,2019-02-21,0.0,29734.020000000004,inf
RU,auto,server,2019-02-22,0.0,18679.060000000005,inf
RU,auto,server,2019-02-23,0.0,15470.759999999998,inf
RU,auto,server,2019-02-24,0.0,49653.409999999996,inf
RU,auto,server,2019-02-25,0.0,49063.05,inf
RU,auto,server,2019-02-26,0.0,28487.78,inf
RU,auto,server,2019-02-27,0.0,36893.619999999995,inf
RU,auto,server,2019-02-28,0.0,17753.940000000002,inf
RU,auto,server,2019-03-01,0.0,12888.649999999998,inf
RU,auto,server,2019-03-02,0.0,20056.309999999994,inf
RU,auto,server,2019-03-03,0.0,24105.259999999995,inf
RU,auto,server,2019-03-04,0.0,12803.830000000002,inf
RU,auto,server,2019-03-05,0.0,11913.590000000004,inf
RU,auto,server,2019-03-06,0.0,29077.829999999998,inf
RU,auto,server,2019-03-07,0.0,32917.47,inf
RU,auto,server,2019-03-08,0.0,19164.4,inf
RU,auto,server,2019-03-09,0.0,21822.659999999996,inf
RU,auto,server,2019-03-10,0.0,15754.300000000001,inf
RU,auto,server,2019-03-11,0.0,6498.1,inf
RU,auto,unknown,2019-02-12,0.0,0.0,
RU,auto,unknown,2019-02-20,0.0,0.0,
RU,auto,unknown,2019-03-04,0.0,0.0,
RU,auto,unknown,2019-03-05,0.0,0.0,
RU,auto,windows,2019-02-11,0.0,0.0,
RU,auto,windows,2019-02-12,0.0,648.4000000000001,inf
RU,auto,windows,2019-02-13,0.0,337.0,inf
RU,auto,windows,2019-02-14,0.0,338.16999999999996,inf
RU,auto,windows,2019-02-15,0.0,180.0,inf
RU,auto,windows,2019-02-16,0.0,0.0,
RU,auto,windows,2019-02-17,0.0,421.5,inf
RU,auto,windows,2019-02-18,0.0,270.0,inf
RU,auto,windows,2019-02-19,0.0,121.44,inf
RU,auto,windows,2019-02-20,0.0,133.21,inf
RU,auto,windows,2019-02-21,0.0,0.0,
RU,auto,windows,2019-02-22,0.0,757.2,inf
RU,auto,windows,2019-02-23,0.0,0.0,
RU,auto,windows,2019-02-24,0.0,0.0,
RU,auto,windows,2019-02-25,0.0,450.95,inf
RU,auto,windows,2019-02-26,0.0,0.0,
RU,auto,windows,2019-02-27,0.0,400.48,inf
RU,auto,windows,2019-02-28,0.0,267.5,inf
RU,auto,windows,2019-03-01,0.0,90.0,inf
RU,auto,windows,2019-03-02,0.0,180.0,inf
RU,auto,windows,2019-03-03,0.0,90.0,inf
RU,auto,windows,2019-03-04,0.0,90.0,inf
RU,auto,windows,2019-03-05,0.0,0.0,
RU,auto,windows,2019-03-06,0.0,0.0,
RU,auto,windows,2019-03-07,0.0,0.0,
RU,auto,windows,2019-03-08,0.0,0.0,
RU,auto,windows,2019-03-09,0.0,181.95999999999998,inf
RU,auto,windows,2019-03-10,0.0,0.0,
SPB,auto,android,2019-02-11,4.0,251.29,62.8225
SPB,auto,android,2019-02-12,4.0,306.23,76.5575
SPB,auto,android,2019-02-13,6.0,494.2900000000001,82.38166666666667
SPB,auto,android,2019-02-14,1.0,189.73999999999998,189.73999999999998
SPB,auto,android,2019-02-15,6.0,805.96,134.32666666666668
SPB,auto,android,2019-02-16,3.0,306.71,102.23666666666666
SPB,auto,android,2019-02-17,8.0,465.1000000000001,58.13750000000001
SPB,auto,android,2019-02-18,3.0,519.4799999999999,173.15999999999997
SPB,auto,android,2019-02-19,41.0,3534.47,86.20658536585366
SPB,auto,android,2019-02-20,5.0,1059.3799999999999,211.87599999999998
SPB,auto,android,2019-02-21,15.0,1742.9499999999998,116.19666666666666
SPB,auto,android,2019-02-22,8.0,787.21,98.40125
SPB,auto,android,2019-02-23,5.0,616.92,123.38399999999999
SPB,auto,android,2019-02-24,15.0,1080.93,72.062
SPB,auto,android,2019-02-25,11.0,1239.03,112.63909090909091
SPB,auto,android,2019-02-26,2.0,510.22999999999996,255.11499999999998
SPB,auto,android,2019-02-27,11.0,1882.4300000000003,171.13000000000002
SPB,auto,android,2019-02-28,8.0,776.2700000000001,97.03375000000001
SPB,auto,android,2019-03-01,8.0,658.1899999999999,82.27374999999999
SPB,auto,android,2019-03-02,11.0,911.64,82.87636363636364
SPB,auto,android,2019-03-03,9.0,1312.09,145.78777777777776
SPB,auto,android,2019-03-04,6.0,351.77,58.62833333333333
SPB,auto,android,2019-03-05,1.0,299.88,299.88
SPB,auto,android,2019-03-06,5.0,766.5400000000001,153.30800000000002
SPB,auto,android,2019-03-07,7.0,876.55,125.22142857142856
SPB,auto,android,2019-03-08,3.0,415.37000000000006,138.45666666666668
SPB,auto,android,2019-03-09,4.0,378.4,94.6
SPB,auto,android,2019-03-10,0.0,117.16000000000001,inf
SPB,auto,android,2019-03-11,1.0,194.1,194.1
SPB,auto,ios,2019-02-11,0.0,35.67000000000001,inf
SPB,auto,ios,2019-02-12,0.0,28.7,inf
SPB,auto,ios,2019-02-13,0.0,59.279999999999994,inf
SPB,auto,ios,2019-02-14,1.0,104.13000000000001,104.13000000000001
SPB,auto,ios,2019-02-15,1.0,122.1,122.1
SPB,auto,ios,2019-02-16,2.0,157.28,78.64
SPB,auto,ios,2019-02-17,3.0,180.86,60.28666666666667
SPB,auto,ios,2019-02-18,1.0,125.58000000000001,125.58000000000001
SPB,auto,ios,2019-02-19,0.0,58.629999999999995,inf
SPB,auto,ios,2019-02-20,0.0,45.410000000000004,inf
SPB,auto,ios,2019-02-21,0.0,0.25,inf
SPB,auto,server,2019-02-13,0.0,5.67,inf
SPB,auto,server,2019-02-14,0.0,13.01,inf
SPB,auto,server,2019-02-15,0.0,610.1899999999999,inf
SPB,auto,server,2019-02-16,0.0,200.54000000000002,inf
SPB,auto,server,2019-02-17,0.0,58.3,inf
SPB,auto,server,2019-02-18,0.0,209.51000000000002,inf
SPB,auto,server,2019-02-19,0.0,3336.76,inf
SPB,auto,server,2019-02-20,0.0,409.12,inf
SPB,auto,server,2019-02-21,0.0,1254.6599999999999,inf
SPB,auto,server,2019-02-22,0.0,49.7,inf
SPB,auto,server,2019-02-23,0.0,24.85,inf
SPB,auto,server,2019-02-24,0.0,211.86,inf
SPB,auto,server,2019-02-25,0.0,502.09000000000003,inf
SPB,auto,server,2019-02-27,0.0,1494.63,inf
SPB,auto,server,2019-02-28,0.0,429.9,inf
SPB,auto,server,2019-03-02,0.0,385.12,inf
SPB,auto,server,2019-03-03,0.0,642.12,inf
SPB,auto,server,2019-03-07,0.0,708.99,inf
SPB,auto,server,2019-03-08,0.0,10.32,inf
SPB,auto,server,2019-03-09,0.0,152.26,inf
SPB,real,android,2019-02-11,90.0,12540.300000000001,139.33666666666667
SPB,real,android,2019-02-12,132.0,17792.59999999999,134.79242424242418
SPB,real,android,2019-02-13,152.0,22073.98,145.22355263157894
SPB,real,android,2019-02-14,77.0,10248.930000000004,133.10298701298706
SPB,real,android,2019-02-15,71.0,11713.159999999994,164.97408450704216
SPB,real,android,2019-02-16,118.0,17428.36,147.69796610169493
SPB,real,android,2019-02-17,93.0,12897.180000000002,138.6793548387097
SPB,real,android,2019-02-18,91.0,12631.71,138.81
SPB,real,android,2019-02-19,72.0,10613.249999999998,147.40624999999997
SPB,real,android,2019-02-20,75.0,12234.920000000006,163.13226666666674
SPB,real,android,2019-02-21,20.0,1424.0800000000002,71.20400000000001
SPB,real,android,2019-02-22,8.0,1567.3399999999997,195.91749999999996
SPB,real,android,2019-02-23,10.0,1237.1799999999998,123.71799999999999
SPB,real,android,2019-02-24,42.0,4786.65,113.96785714285713
SPB,real,android,2019-02-25,67.0,7195.290000000001,107.3923880597015
SPB,real,android,2019-02-26,83.0,10401.63,125.32084337349397
SPB,real,android,2019-02-27,45.0,6840.32,152.0071111111111
SPB,real,android,2019-02-28,39.0,6021.9299999999985,154.4084615384615
SPB,real,android,2019-03-01,66.0,7320.369999999998,110.91469696969693
SPB,real,android,2019-03-02,85.0,10536.730000000001,123.96152941176472
SPB,real,android,2019-03-03,89.0,14345.12,161.18112359550562
SPB,real,android,2019-03-04,86.0,10013.979999999998,116.44162790697672
SPB,real,android,2019-03-05,67.0,8171.9,121.96865671641791
SPB,real,android,2019-03-06,42.0,5294.5599999999995,126.06095238095237
SPB,real,android,2019-03-07,69.0,10369.15,150.27753623188406
SPB,real,android,2019-03-08,39.0,6998.37,179.44538461538463
SPB,real,android,2019-03-09,45.0,6497.16,144.38133333333332
SPB,real,android,2019-03-10,51.0,6251.68,122.58196078431374
SPB,real,android,2019-03-11,26.0,2314.06,89.0023076923077
SPB,real,ios,2019-02-11,0.0,0.0,
SPB,real,ios,2019-03-01,1.0,475.19,475.19
SPB,real,ios,2019-03-02,3.0,835.9999999999999,278.66666666666663
SPB,real,ios,2019-03-03,3.0,865.5699999999999,288.5233333333333
SPB,real,ios,2019-03-04,6.0,786.5699999999998,131.09499999999997
SPB,real,ios,2019-03-05,2.0,618.2099999999999,309.10499999999996
SPB,real,ios,2019-03-06,3.0,588.6700000000003,196.22333333333344
SPB,real,ios,2019-03-07,4.0,872.5700000000002,218.14250000000004
SPB,real,ios,2019-03-08,3.0,677.0699999999999,225.68999999999997
SPB,real,ios,2019-03-09,9.0,1091.48,121.27555555555556
SPB,real,ios,2019-03-10,12.0,1340.0,111.66666666666667
SPB,real,ios,2019-03-11,2.0,106.3,53.15
SPB,real,macos,2019-02-11,0.0,0.0,
SPB,real,server,2019-02-11,0.0,9734.84,inf
SPB,real,server,2019-02-12,0.0,14361.06,inf
SPB,real,server,2019-02-13,0.0,18655.840000000004,inf
SPB,real,server,2019-02-14,0.0,8165.94,inf
SPB,real,server,2019-02-15,0.0,7968.92,inf
SPB,real,server,2019-02-16,0.0,10871.310000000001,inf
SPB,real,server,2019-02-17,0.0,8251.859999999999,inf
SPB,real,server,2019-02-18,0.0,8444.57,inf
SPB,real,server,2019-02-19,0.0,7450.920000000001,inf
SPB,real,server,2019-02-20,0.0,9330.759999999998,inf
SPB,real,server,2019-02-21,0.0,188.46,inf
SPB,real,server,2019-02-22,0.0,322.99,inf
SPB,real,server,2019-02-23,0.0,304.0,inf
SPB,real,server,2019-02-24,0.0,3500.0200000000004,inf
SPB,real,server,2019-02-25,0.0,5059.72,inf
SPB,real,server,2019-02-26,0.0,6702.46,inf
SPB,real,server,2019-02-27,0.0,3196.8999999999996,inf
SPB,real,server,2019-02-28,0.0,2364.62,inf
SPB,real,server,2019-03-01,0.0,4255.8099999999995,inf
SPB,real,server,2019-03-02,0.0,6214.530000000001,inf
SPB,real,server,2019-03-03,0.0,7265.16,inf
SPB,real,server,2019-03-04,0.0,4154.97,inf
SPB,real,server,2019-03-05,0.0,6111.070000000001,inf
SPB,real,server,2019-03-06,0.0,3821.2200000000003,inf
SPB,real,server,2019-03-07,0.0,6864.02,inf
SPB,real,server,2019-03-08,0.0,3700.0,inf
SPB,real,server,2019-03-09,0.0,4193.2300000000005,inf
SPB,real,server,2019-03-10,0.0,3917.26,inf
SPB,real,server,2019-03-11,0.0,1387.2199999999998,inf
SPB,real,windows,2019-02-12,0.0,2.97,inf
SPB,real,windows,2019-02-15,0.0,54.41,inf
SPB,real,windows,2019-02-17,0.0,21.54,inf
SPB,real,windows,2019-02-18,0.0,17.71,inf
SPB,real,windows,2019-02-19,0.0,136.0,inf
SPB,real,windows,2019-02-20,0.0,0.0,
SPB,real,windows,2019-02-21,0.0,26.45,inf
SPB,real,windows,2019-03-03,0.0,25.11,inf
